"plot.id","block","year","fall_mean_NDVI","sockeye_abundance","combined_salmon_abundance","pulse_year","mean_fall_temp","total_fall_precip","distance_from_bank","elevation_change","metres_downstream","satellite","sockeye_abundance_scaled","combined_salmon_abundance_scaled","mean_fall_temp_scaled","total_fall_precip_scaled","elevation_change_scaled","metres_downstream_scaled","pulse_plus"
"C26","19N",1984,0.522680711,4183,8535,"no",5.231868132,231,"CLOSE",1,2332,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.618915738,3
"C45","17S",1984,0.512557921,4183,8535,"no",5.231868132,231,"CLOSE",1,3334,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.235676471,3
"C53","20S",1984,0.534748942,4183,8535,"no",5.231868132,231,"CLOSE",4,3900,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,-0.019196007,3
"C32","11S",1984,0.522041522,4183,8535,"no",5.231868132,231,"CLOSE",2,2678,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.486579624,3
"F75","32S",1984,0.579231605,4183,8535,"no",5.231868132,231,"FAR",1,9284,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,2.040045723,3
"C8","6N",1984,0.579614943,4183,8535,"no",5.231868132,231,"CLOSE",1,998,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-1.129136478,3
"C70","47N",1984,0.497615563,4183,8535,"no",5.231868132,231,"CLOSE",3,6951,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,1.147733138,3
"C7","5N",1984,0.553536032,4183,8535,"no",5.231868132,231,"CLOSE",4,908,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,-1.163559167,3
"C44","16S",1984,0.559551815,4183,8535,"no",5.231868132,231,"CLOSE",2,3237,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.27277648,3
"C69","46N",1984,0.530996413,4183,8535,"no",5.231868132,231,"CLOSE",2,6851,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,1.109485707,3
"C54","21S",1984,0.540140595,4183,8535,"no",5.231868132,231,"CLOSE",4,4015,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,0.02478854,3
"F1","1S",1984,0.508016478,4183,8535,"no",5.231868132,231,"FAR",7,407,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.062999466,-1.3551788,3
"F49","20S",1984,0.532052404,4183,8535,"no",5.231868132,231,"FAR",25,3900,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,2.669380529,-0.019196007,3
"F48","33N",1984,0.563316199,4183,8535,"no",5.231868132,231,"FAR",6,3794,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,-0.059738284,3
"F12","12N",1984,0.576060824,4183,8535,"no",5.231868132,231,"FAR",16,1629,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.366189997,-0.887795183,3
"C29","9S",1984,0.545548005,4183,8535,"no",5.231868132,231,"CLOSE",2,2455,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.571871397,3
"F80","36S",1984,0.614837829,4183,8535,"no",5.231868132,231,"FAR",0,10027,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.95059317,2.324224141,3
"F41","15S",1984,0.60578177,4183,8535,"no",5.231868132,231,"FAR",5,3149,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,-0.30643422,3
"F90","54N",1984,0.565496124,4183,8535,"no",5.231868132,231,"FAR",2,10839,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,2.634793288,3
"C62","39N",1984,0.505322612,4183,8535,"no",5.231868132,231,"CLOSE",3,5781,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,0.700238186,3
"F5","3N",1984,0.555660966,4183,8535,"no",5.231868132,231,"FAR",10,703,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.49739631,-1.241966402,3
"F35","24N",1984,0.495668751,4183,8535,"no",5.231868132,231,"FAR",3,2853,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.419646618,3
"F64","47N",1984,0.541379485,4183,8535,"no",5.231868132,231,"FAR",7,6951,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.062999466,1.147733138,3
"C42","27N",1984,0.548724623,4183,8535,"no",5.231868132,231,"CLOSE",1,3158,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.302991951,3
"C6","4N",1984,0.639635266,4183,8535,"no",5.231868132,231,"CLOSE",3,798,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-1.205631342,3
"F27","22N",1984,0.582875029,4183,8535,"no",5.231868132,231,"FAR",6,2659,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,-0.493846636,3
"F37","26N",1984,0.573301642,4183,8535,"no",5.231868132,231,"FAR",5,3044,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,-0.346594023,3
"F34","14S",1984,0.592866343,4183,8535,"no",5.231868132,231,"FAR",10,3039,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.49739631,-0.348506395,3
"F65","48N",1984,0.586638088,4183,8535,"no",5.231868132,231,"FAR",7,7058,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.062999466,1.18865789,3
"F74","31S",1984,0.605108496,4183,8535,"no",5.231868132,231,"FAR",1,8799,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,1.854545679,3
"F44","18S",1984,0.581772792,4183,8535,"no",5.231868132,231,"FAR",5,3413,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,-0.205461,3
"F33","13S",1984,0.618135621,4183,8535,"no",5.231868132,231,"FAR",11,2907,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.642195258,-0.398993005,3
"C52","33N",1984,0.485887842,4183,8535,"no",5.231868132,231,"CLOSE",1,3794,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.059738284,3
"F11","11N",1984,0.629598489,4183,8535,"no",5.231868132,231,"FAR",11,1540,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.642195258,-0.921835398,3
"F16","13N",1984,0.559824405,4183,8535,"no",5.231868132,231,"FAR",16,1732,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.366189997,-0.848400329,3
"F9","7N",1984,0.518157746,4183,8535,"no",5.231868132,231,"FAR",8,1101,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.207798414,-1.089741623,3
"F40","30N",1984,0.546507523,4183,8535,"no",5.231868132,231,"FAR",14,3489,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.076592101,-0.176392951,3
"F71","28S",1984,0.593906736,4183,8535,"no",5.231868132,231,"FAR",5,8473,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,1.729859051,3
"C49","19S",1984,0.485171962,4183,8535,"no",5.231868132,231,"CLOSE",2,3534,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.159181607,3
"F18","15N",1984,0.552963073,4183,8535,"no",5.231868132,231,"FAR",16,1904,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.366189997,-0.782614746,3
"F4","2N",1984,0.498573661,4183,8535,"no",5.231868132,231,"FAR",17,595,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.510988945,-1.283273629,3
"F70","27S",1984,0.599928068,4183,8535,"no",5.231868132,231,"FAR",3,8357,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,1.68549203,3
"C56","22S",1984,0.545275542,4183,8535,"no",5.231868132,231,"CLOSE",2,4119,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,0.064565869,3
"F17","14N",1984,0.54051041,4183,8535,"no",5.231868132,231,"FAR",23,1849,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,2.379782633,-0.803650833,3
"F39","29N",1984,0.540678659,4183,8535,"no",5.231868132,231,"FAR",13,3394,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.931793153,-0.212728012,3
"C33","22N",1984,0.482860084,4183,8535,"no",5.231868132,231,"CLOSE",4,2659,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,-0.493846636,3
"C55","34N",1984,0.514981577,4183,8535,"no",5.231868132,231,"CLOSE",4,4030,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,0.030525655,3
"C47","29N",1984,0.56150166,4183,8535,"no",5.231868132,231,"CLOSE",2,3394,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.212728012,3
"F32","12S",1984,0.623613854,4183,8535,"no",5.231868132,231,"FAR",16,2814,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.366189997,-0.434563116,3
"F38","27N",1984,0.567255628,4183,8535,"no",5.231868132,231,"FAR",4,3158,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,-0.302991951,3
"F13","3S",1984,0.551203144,4183,8535,"no",5.231868132,231,"FAR",3,1517,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.930632307,3
"C46","18S",1984,0.521732406,4183,8535,"no",5.231868132,231,"CLOSE",3,3413,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.205461,3
"F53","23S",1984,0.531728211,4183,8535,"no",5.231868132,231,"FAR",36,4228,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,4.262168957,0.10625557,3
"F29","9S",1984,0.624248157,4183,8535,"no",5.231868132,231,"FAR",12,2455,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.786994206,-0.571871397,3
"F60","41N",1984,0.62091016,4183,8535,"no",5.231868132,231,"FAR",15,6309,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.221391049,0.902184626,3
"C61","38N",1984,0.472250712,4183,8535,"no",5.231868132,231,"CLOSE",4,5181,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,0.470753595,3
"F68","26S",1984,0.660637816,4183,8535,"no",5.231868132,231,"FAR",4,7883,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,1.504199203,3
"F36","25N",1984,0.509051204,4183,8535,"no",5.231868132,231,"FAR",7,2956,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.062999466,-0.380251763,3
"F47","32N",1984,0.595179183,4183,8535,"no",5.231868132,231,"FAR",8,3692,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.207798414,-0.098750665,3
"C27","8S",1984,0.556647578,4183,8535,"no",5.231868132,231,"CLOSE",1,2410,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.589082741,3
"F67","25S",1984,0.665379416,4183,8535,"no",5.231868132,231,"FAR",5,7745,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,1.451417747,3
"C35","12S",1984,0.552473639,4183,8535,"no",5.231868132,231,"CLOSE",3,2814,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.434563116,3
"F10","8N",1984,0.647437729,4183,8535,"no",5.231868132,231,"FAR",6,1200,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,-1.051876666,3
"C51","32N",1984,0.587190714,4183,8535,"no",5.231868132,231,"CLOSE",2,3692,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.098750665,3
"F66","24S",1984,0.637561744,4183,8535,"no",5.231868132,231,"FAR",5,7647,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,1.413935264,3
"C34","23N",1984,0.478995007,4183,8535,"no",5.231868132,231,"CLOSE",4,2757,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,-0.456364152,3
"F50","21S",1984,0.488870967,4183,8535,"no",5.231868132,231,"FAR",21,4015,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,2.090184737,0.02478854,3
"C77","28S",1984,0.506072476,4183,8535,"no",5.231868132,231,"CLOSE",2,8473,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,1.729859051,3
"F58","39N",1984,0.556664159,4183,8535,"no",5.231868132,231,"FAR",13,5781,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.931793153,0.700238186,3
"F26","21N",1984,0.518171926,4183,8535,"no",5.231868132,231,"FAR",6,2561,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,-0.531329119,3
"C41","15S",1984,0.549898118,4183,8535,"no",5.231868132,231,"CLOSE",0,3149,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.95059317,-0.30643422,3
"C95","54N",1984,0.596973352,4183,8535,"no",5.231868132,231,"CLOSE",1,10839,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,2.634793288,3
"C25","7S",1984,0.55182689,4183,8535,"no",5.231868132,231,"CLOSE",2,2320,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.62350543,3
"F62","45N",1984,0.688114441,4183,8535,"no",5.231868132,231,"FAR",27,6802,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,2.958978425,1.090744465,3
"C5","3N",1984,0.516510955,4183,8535,"no",5.231868132,231,"CLOSE",2,703,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-1.241966402,3
"C9","7N",1984,0.509562705,4183,8535,"no",5.231868132,231,"CLOSE",2,1101,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-1.089741623,3
"F57","38N",1984,0.50526076,4183,8535,"no",5.231868132,231,"FAR",7,5181,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.062999466,0.470753595,3
"C24","18N",1984,0.52177859,4183,8535,"no",5.231868132,231,"CLOSE",1,2221,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.661370387,3
"C57","23S",1984,0.50620723,4183,8535,"no",5.231868132,231,"CLOSE",3,4228,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,0.10625557,3
"C88","36S",1984,0.560221859,4183,8535,"no",5.231868132,231,"CLOSE",0,10027,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.95059317,2.324224141,3
"F56","37N",1984,0.485276395,4183,8535,"no",5.231868132,231,"FAR",15,5103,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.221391049,0.440920598,3
"F63","46N",1984,0.623506832,4183,8535,"no",5.231868132,231,"FAR",16,6851,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.366189997,1.109485707,3
"C63","40N",1984,0.50729282,4183,8535,"no",5.231868132,231,"CLOSE",4,6185,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,0.854757811,3
"C48","30N",1984,0.526427002,4183,8535,"no",5.231868132,231,"CLOSE",1,3489,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.176392951,3
"F55","36N",1984,0.473770108,4183,8535,"no",5.231868132,231,"FAR",23,5002,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,2.379782633,0.402290692,3
"C21","5S",1984,0.588701746,4183,8535,"no",5.231868132,231,"CLOSE",2,2117,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.701147716,3
"F6","4N",1984,0.538904293,4183,8535,"no",5.231868132,231,"FAR",8,798,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.207798414,-1.205631342,3
"F23","7S",1984,0.505115817,4183,8535,"no",5.231868132,231,"FAR",7,2320,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.062999466,-0.62350543,3
"F54","35N",1984,0.535039382,4183,8535,"no",5.231868132,231,"FAR",2,4808,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,0.328090674,3
"F3","1N",1984,0.530096533,4183,8535,"no",5.231868132,231,"FAR",35,481,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,4.117370009,-1.326875701,3
"F61","44N",1984,0.638788612,4183,8535,"no",5.231868132,231,"FAR",22,6664,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,2.234983685,1.037963009,3
"F69","50N",1984,0.622208696,4183,8535,"no",5.231868132,231,"FAR",1,8572,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,1.767724008,3
"C71","48N",1984,0.587277347,4183,8535,"no",5.231868132,231,"CLOSE",1,7058,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,1.18865789,3
"C37","14S",1984,0.56405174,4183,8535,"no",5.231868132,231,"CLOSE",3,3039,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.348506395,3
"F45","19S",1984,0.644037873,4183,8535,"no",5.231868132,231,"FAR",6,3534,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,-0.159181607,3
"F42","16S",1984,0.517802037,4183,8535,"no",5.231868132,231,"FAR",10,3237,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.49739631,-0.27277648,3
"C81","31S",1984,0.603832996,4183,8535,"no",5.231868132,231,"CLOSE",0,8799,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.95059317,1.854545679,3
"C36","13S",1984,0.616754925,4183,8535,"no",5.231868132,231,"CLOSE",2,2907,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.398993005,3
"F8","6N",1984,0.573661557,4183,8535,"no",5.231868132,231,"FAR",10,998,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.49739631,-1.129136478,3
"F30","10S",1984,0.662187336,4183,8535,"no",5.231868132,231,"FAR",8,2572,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.207798414,-0.527121901,3
"C60","37N",1984,0.47258476,4183,8535,"no",5.231868132,231,"CLOSE",4,5103,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,0.440920598,3
"F2","2S",1984,0.563721764,4183,8535,"no",5.231868132,231,"FAR",18,491,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.655787893,-1.323050958,3
"C18","14N",1984,0.483113774,4183,8535,"no",5.231868132,231,"CLOSE",7,1849,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.062999466,-0.803650833,3
"F77","33S",1984,0.550701455,4183,8535,"no",5.231868132,231,"FAR",3,9463,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,2.108508626,3
"F59","40N",1984,0.618519838,4183,8535,"no",5.231868132,231,"FAR",31,6185,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,3.538174217,0.854757811,3
"C78","50N",1984,0.578829389,4183,8535,"no",5.231868132,231,"CLOSE",1,8572,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,1.767724008,3
"F43","17S",1984,0.554635132,4183,8535,"no",5.231868132,231,"FAR",9,3334,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.352597362,-0.235676471,3
"C17","13N",1984,0.507186428,4183,8535,"no",5.231868132,231,"CLOSE",5,1732,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,-0.848400329,3
"C23","6S",1984,0.482100067,4183,8535,"no",5.231868132,231,"CLOSE",3,2224,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.660222964,3
"C68","45N",1984,0.525405684,4183,8535,"no",5.231868132,231,"CLOSE",5,6802,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,1.090744465,3
"C59","36N",1984,0.459635187,4183,8535,"no",5.231868132,231,"CLOSE",5,5002,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,0.402290692,3
"C76","27S",1984,0.546465951,4183,8535,"no",5.231868132,231,"CLOSE",1,8357,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,1.68549203,3
"F28","23N",1984,0.515023149,4183,8535,"no",5.231868132,231,"FAR",8,2757,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.207798414,-0.456364152,3
"F7","5N",1984,0.51303188,4183,8535,"no",5.231868132,231,"FAR",8,908,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.207798414,-1.163559167,3
"C58","35N",1984,0.51823735,4183,8535,"no",5.231868132,231,"CLOSE",0,4808,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.95059317,0.328090674,3
"C15","12N",1984,0.533269298,4183,8535,"no",5.231868132,231,"CLOSE",3,1629,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.887795183,3
"C74","26S",1984,0.542207795,4183,8535,"no",5.231868132,231,"CLOSE",2,7883,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,1.504199203,3
"F46","31N",1984,0.510886719,4183,8535,"no",5.231868132,231,"FAR",13,3599,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.931793153,-0.134320776,3
"C64","41N",1984,0.537739843,4183,8535,"no",5.231868132,231,"CLOSE",5,6309,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,0.902184626,3
"C40","26N",1984,0.499495419,4183,8535,"no",5.231868132,231,"CLOSE",2,3044,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.346594023,3
"F22","6S",1984,0.514914616,4183,8535,"no",5.231868132,231,"FAR",6,2224,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,-0.660222964,3
"C2","1S",1984,0.564155142,4183,8535,"no",5.231868132,231,"CLOSE",3,407,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-1.3551788,3
"F24","8S",1984,0.604324189,4183,8535,"no",5.231868132,231,"FAR",11,2410,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.642195258,-0.589082741,3
"C4","2N",1984,0.513859961,4183,8535,"no",5.231868132,231,"CLOSE",5,595,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.22659843,-1.283273629,3
"C72","24S",1984,0.44806495,4183,8535,"no",5.231868132,231,"CLOSE",3,7647,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,1.413935264,3
"C16","4S",1984,0.548241736,4183,8535,"no",5.231868132,231,"CLOSE",1,1628,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.888177658,3
"F52","22S",1984,0.571992832,4183,8535,"no",5.231868132,231,"FAR",15,4119,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.221391049,0.064565869,3
"F14","4S",1984,0.537316639,4183,8535,"no",5.231868132,231,"FAR",1,1628,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.888177658,3
"C30","10S",1984,0.539846883,4183,8535,"no",5.231868132,231,"CLOSE",1,2572,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.805794222,-0.527121901,3
"C38","24N",1984,0.539681953,4183,8535,"no",5.231868132,231,"CLOSE",2,2853,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.419646618,3
"F51","34N",1984,0.52813157,4183,8535,"no",5.231868132,231,"FAR",17,4030,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.510988945,0.030525655,3
"C3","2S",1984,0.522437884,4183,8535,"no",5.231868132,231,"CLOSE",2,491,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-1.323050958,3
"F19","16N",1984,0.546750228,4183,8535,"no",5.231868132,231,"FAR",6,1994,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,-0.748192057,3
"F21","18N",1984,0.517729952,4183,8535,"no",5.231868132,231,"FAR",6,2221,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,-0.661370387,3
"C31","21N",1984,0.495157462,4183,8535,"no",5.231868132,231,"CLOSE",2,2561,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.531329119,3
"F31","11S",1984,0.648722272,4183,8535,"no",5.231868132,231,"FAR",15,2678,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,1.221391049,-0.486579624,3
"C14","3S",1984,0.491874283,4183,8535,"no",5.231868132,231,"CLOSE",2,1517,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.930632307,3
"C67","44N",1984,0.455085608,4183,8535,"no",5.231868132,231,"CLOSE",6,6664,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.081799482,1.037963009,3
"C50","31N",1984,0.501382135,4183,8535,"no",5.231868132,231,"CLOSE",2,3599,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.134320776,3
"C39","25N",1984,0.528630784,4183,8535,"no",5.231868132,231,"CLOSE",3,2956,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.380251763,3
"C84","33S",1984,0.541108301,4183,8535,"no",5.231868132,231,"CLOSE",2,9463,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,2.108508626,3
"F25","19N",1984,0.527249301,4183,8535,"no",5.231868132,231,"FAR",3,2332,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.516196326,-0.618915738,3
"C13","11N",1984,0.557025281,4183,8535,"no",5.231868132,231,"CLOSE",4,1540,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.371397378,-0.921835398,3
"F15","5S",1984,0.534257401,4183,8535,"no",5.231868132,231,"FAR",7,2117,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,0.062999466,-0.701147716,3
"C20","16N",1984,0.40347272,4183,8535,"no",5.231868132,231,"CLOSE",2,1994,"LANDSAT5",-0.557584655,-0.561797294,-1.77830091,1.262243906,-0.660995274,-0.748192057,3
